trade_id,analysis_id,symbol,platform,direction,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit_1,take_profit_2,take_profit_3,position_size,ticket,status,exit_reason,pnl,pnl_percent,realized_rr,duration_minutes,commission,slippage,max_favorable_excursion,max_adverse_excursion,original_stop_loss
trade_20260224_133556_138579,analysis_20260224_133555_445799,XAU/USD,mt5,long,2026-02-24 13:35:56.138579,2026-02-24 13:37:15.063077,5151.342,5151.122,5151.2385911,5163.97575,5173.8045,,0.32,2416805594,closed,stop_loss,-7.04,-0.0067,-2.1359,1.3,0.0,0.117,1.44200000000001,0.0,
trade_20260224_134109_575905,analysis_20260224_134108_675587,XAU/USD,mt5,long,2026-02-24 13:41:09.575905,2026-02-24 13:43:07.873184,5144.014,5145.594,5145.5938586,5154.76521428571,5166.52242857143,,0.27,2416863482,closed,stop_loss,42.66,0.0407,1.0,1.8,0.0,0.0,3.46399999999994,0.0,
trade_20260224_134622_827349,analysis_20260224_134622_229164,XAU/USD,mt5,long,2026-02-24 13:46:22.827349,2026-02-24 13:48:09.330922,5141.426,5133.371,5133.37085714286,5153.76621428571,5166.00342857143,,0.26,2416900056,closed,stop_loss,-209.43,-0.2002,-1.0,1.7,0.0,0.0,0.0,4.88100000000031,
trade_20260224_135135_725275,analysis_20260224_135134_971422,XAU/USD,mt5,long,2026-02-24 13:51:35.725275,2026-02-24 13:55:32.988470,5129.636,5132.426,5132.4258102,5139.659,5153.774,,0.22,2416966905,closed,stop_loss,61.38,0.0587,1.0,3.9,0.0,0.0,4.32999999999993,3.99099999999999,
trade_20260224_135648_758145,analysis_20260224_135647_966531,XAU/USD,mt5,long,2026-02-24 13:56:48.758145,2026-02-24 13:59:34.527669,5132.436,5121.226,5121.22592857143,5145.80610714286,5160.55421428572,,0.21,2417010501,closed,stop_loss,-235.41,-0.2254,-1.0,2.6,0.0,0.0,0.0,8.67799999999988,
trade_20260224_140202_150261,analysis_20260224_140201_208904,XAU/USD,mt5,long,2026-02-24 14:02:02.150261,2026-02-24 14:12:31.134945,5123.937,5112.052,5112.05192857143,5140.75460714286,5157.97621428571,,0.18,2417087217,closed,stop_loss,-213.93,-0.2054,-1.0,10.4,0.0,0.0,2.05799999999999,11.0649999999996,
trade_20260224_141733_874726,analysis_20260224_141733_114399,XAU/USD,mt5,long,2026-02-24 14:17:33.874726,2026-02-24 14:23:40.558763,5102.827,5114.929,5114.9290608,5122.05071428571,5141.83742857143,,0.16,2417250316,closed,stop_loss,193.63,0.1856,1.0,6,0.0,0.0,13.6700000000001,0.677999999999884,
trade_20260224_142755_980344,analysis_20260224_142755_212405,XAU/USD,mt5,long,2026-02-24 14:27:55.980344,2026-02-24 14:31:44.417539,5115.24,5121.369,5121.3691282,5135.04703571429,5156.16307142857,,0.15,2417333343,closed,stop_loss,91.94,0.088,1.0,3.7,0.0,0.0,8.52199999999993,3.36899999999969,
trade_20260224_143332_739941,analysis_20260224_143332_081520,XAU/USD,mt5,long,2026-02-24 14:33:32.739941,2026-02-24 14:37:17.696079,5120.761,5124.23,5124.2302696,5143.85575,5166.1975,,0.14,2417404526,closed,stop_loss,48.57,0.0465,1.0,3.7,0.0,0.0,5.22899999999936,4.125,
trade_20260224_143846_038582,analysis_20260224_143845_185400,XAU/USD,mt5,long,2026-02-24 14:38:46.038582,2026-02-24 14:45:45.435365,5131.261,5136.712,5136.7115241,5148.90267857143,5172.58435714286,,0.13,2417460447,closed,stop_loss,70.87,0.0678,1.0,6.9,0.0,0.0,7.18399999999929,1.70400000000063,
trade_20260224_144908_972717,analysis_20260224_144908_151177,XAU/USD,mt5,long,2026-02-24 14:49:08.972717,2026-02-24 14:53:28.021718,5131.473,5136.997,5136.9974383,5151.94785714286,5175.00671428571,,0.14,2417567729,closed,stop_loss,77.34,0.0739,1.0,4.1,0.0,0.0,7.0659999999998,0.1850000000004,
trade_20260224_145433_774479,analysis_20260224_145421_822403,XAU/USD,mt5,long,2026-02-24 14:54:33.774479,2026-02-24 14:55:59.258706,5130.458,5131.171,5115.79907142857,5153.87639285714,5176.72278571428,,0.14,2417609574,closed,manual,9.98,0.0095,0.0486,1.3,0.0,0.0,0.86200000000008,2.51299999999992,
trade_20260224_150832_056598,analysis_20260224_150831_437957,XAU/USD,mt5,long,2026-02-24 15:08:32.056598,2026-02-24 15:10:10.808454,5131.814,5135.1,5135.1000077,5155.34714285714,5175.29928571429,,0.16,2417737952,closed,stop_loss,52.58,0.0502,1.0,1.6,0.0,0.0,5.10300000000007,0.0,
trade_20260224_151345_183226,analysis_20260224_151344_524519,XAU/USD,mt5,long,2026-02-24 15:13:45.183226,2026-02-24 15:17:36.868466,5136.416,5139.076,5136.426,5155.57410714286,5174.51021428571,,0.17,2417777033,closed,stop_loss,45.22,0.0432,266.0,3.1,0.0,2.65,4.20200000000023,1.35599999999977,
trade_20260224_151858_072637,analysis_20260224_151857_402224,XAU/USD,mt5,long,2026-02-24 15:18:58.072637,2026-02-24 15:27:04.927125,5140.602,5144.464,5144.4641976,5159.22932142857,5177.70964285714,,0.17,2417816191,closed,stop_loss,65.66,0.0626,1.0,8,0.0,0.0,5.40599999999995,2.15099999999984,
trade_20260224_152951_436083,analysis_20260224_152950_694918,XAU/USD,mt5,long,2026-02-24 15:29:51.436083,2026-02-24 15:36:43.137094,5139.353,5142.353,5142.3528312,5159.04575,5175.1235,,0.2,2417906763,closed,stop_loss,60.0,0.0572,1.0,6.7,0.0,0.0,4.54299999999967,4.56700000000001,
trade_20260224_154014_703872,analysis_20260224_154013_982037,XAU/USD,mt5,long,2026-02-24 15:40:14.703872,2026-02-24 15:47:57.164498,5145.882,5153.118,5153.1176008,5158.25839285714,5171.67578571428,,0.23,2417991320,closed,stop_loss,166.42,0.1584,1.0,7.7,0.0,0.0,9.08899999999994,0.203999999999724,
trade_20260224_155108_825668,analysis_20260224_155108_152157,XAU/USD,mt5,long,2026-02-24 15:51:08.825668,2026-02-24 16:04:31.983303,5149.419,5149.603,5141.88557142857,5161.33164285714,5172.99928571429,,0.27,2418073318,closed,ea,4.97,0.0047,0.0244,,0.0,0.0,,,
trade_20260224_160435_919461,analysis_20260224_160435_222287,XAU/USD,mt5,long,2026-02-24 16:04:35.919461,2026-02-24 16:08:35.474185,5150.688,5142.387,5142.38664285714,5159.96753571429,5170.51607142857,,0.3,2418145928,closed,stop_loss,-249.03,-0.2376,-1.0,4,0.0,0.0,0.0,8.05100000000039,
trade_20260224_160948_688160,analysis_20260224_160947_917989,XAU/USD,mt5,long,2026-02-24 16:09:48.688160,2026-02-24 16:15:50.779583,5146.67,5148.581,5148.5809622,5154.62578571429,5165.40757142857,,0.29,2418183846,closed,stop_loss,55.42,0.0529,1.0,6,0.0,0.0,3.73199999999997,4.46200000000044,
trade_20260224_162021_592441,analysis_20260224_162009_782847,XAU/USD,mt5,long,2026-02-24 16:20:21.592441,2026-02-24 16:26:22.393384,5144.185,5141.74,5141.74021428571,5157.20217857143,5166.47935714286,,0.34,2418249688,closed,stop_loss,-83.13,-0.0794,-1.0,5.9,0.0,0.0,0.1299999999992,1.34500000000025,
trade_20260224_163043_779324,analysis_20260224_163043_000766,XAU/USD,mt5,long,2026-02-24 16:30:43.779324,2026-02-24 16:31:44.225932,5140.432,5139.819,5139.8185917,5152.51446428571,5161.35192857143,,0.36,2418303389,closed,stop_loss,-22.07,-0.0211,-0.9993,0.9,0.0,0.00041,0.929000000000087,1.3090000000002,
trade_20260224_163557_135510,analysis_20260224_163556_105625,XAU/USD,mt5,long,2026-02-24 16:35:57.135510,2026-02-24 16:39:09.180288,5140.063,5146.478,5144.8230899,5146.47825,5155.5405,,0.35,2418347259,closed,take_profit,224.52,0.2142,1.3477,2.6,0.0,0.0,6.30400000000009,0.0,
trade_20260224_164110_471185,analysis_20260224_164109_626985,XAU/USD,mt5,long,2026-02-24 16:41:10.471185,2026-02-24 16:45:32.497467,5149.754,5142.751,5142.75078571429,5158.41882142857,5167.81964285714,,0.33,2418389072,closed,stop_loss,-231.1,-0.2208,-1.0,4.3,0.0,0.0,0.533999999999651,6.32700000000023,
trade_20260224_164623_889803,analysis_20260224_164623_212238,XAU/USD,mt5,long,2026-02-24 16:46:23.889803,2026-02-24 16:49:54.863013,5141.404,5135.768,5135.768,5151.6855,5161.236,,0.33,2418423362,closed,stop_loss,-185.99,-0.1781,-1.0,3.4,0.0,0.0,0.912999999999556,6.22100000000046,
trade_20260224_165136_734729,analysis_20260224_165136_008667,XAU/USD,mt5,long,2026-02-24 16:51:36.734729,2026-02-24 16:56:00.155246,5134.728,5138.966,5138.9658476,5148.07882142857,5158.25664285714,,0.31,2418455222,closed,stop_loss,131.38,0.1256,1.0,4.3,0.0,0.0,5.77999999999975,2.55199999999968,
trade_20260224_170333_679401,analysis_20260224_170332_768253,XAU/USD,mt5,long,2026-02-24 17:03:33.679401,2026-02-24 17:06:42.597425,5146.072,5149.241,5149.2407642,5156.81025,5166.9255,,0.31,2418524374,closed,stop_loss,98.24,0.0939,1.0,3,0.0,0.0,5.08100000000013,0.0,
trade_20260224_170917_878263,analysis_20260224_170917_070339,XAU/USD,mt5,long,2026-02-24 17:09:17.878263,2026-02-24 17:12:38.484178,5151.483,5156.055,5156.0547194,5160.55671428571,5170.70742857143,,0.31,2418557752,closed,stop_loss,141.74,0.1352,1.0001,3.3,0.0,0.00028,6.11899999999969,0.661000000000058,
trade_20260224_171502_630301,analysis_20260224_171501_528267,XAU/USD,mt5,long,2026-02-24 17:15:02.630301,2026-02-24 17:21:03.638582,5157.017,5161.584,5161.5840601,5166.79171428571,5177.25442857143,,0.3,2418592385,closed,stop_loss,137.01,0.1305,1.0,5.8,0.0,0.0,6.11599999999999,0.768000000000029,
trade_20260224_172556_462586,analysis_20260224_172555_593330,XAU/USD,mt5,long,2026-02-24 17:25:56.462586,2026-02-24 17:48:13.902160,5157.779,5159.97,5159.9695446,5170.28864285714,5180.35128571429,,0.31,2418654233,closed,stop_loss,67.92,0.0647,1.0,22.3,0.0,0.0,3.73899999999958,1.1830000000009,
trade_20260224_175146_746379,analysis_20260224_175145_974587,XAU/USD,mt5,long,2026-02-24 17:51:46.746379,2026-02-24 18:00:21.753258,5158.714,5165.507,5161.5120817,5165.50707142857,5173.10414285714,,0.41,2418753529,closed,take_profit,278.52,0.2646,2.4278,8.4,0.0,0.0,6.39900000000034,0.934999999999491,
trade_20260224_180209_025491,analysis_20260224_180208_265300,XAU/USD,mt5,long,2026-02-24 18:02:09.025491,2026-02-24 18:10:49.386093,5166.655,5167.473,5167.4725052,5172.81064285714,5179.27028571428,,0.49,2418797777,closed,stop_loss,40.08,0.0381,1.0,8.6,0.0,0.0,3.32200000000012,0.0749999999998181,
trade_20260224_181302_711496,analysis_20260224_181301_741476,XAU/USD,mt5,long,2026-02-24 18:13:02.711496,2026-02-24 18:20:02.021488,5166.717,5161.626,5161.62571428571,5171.70142857143,5177.74685714286,,0.52,2418847895,closed,stop_loss,-264.73,-0.252,-1.0,6.9,0.0,0.0,0.0,3.91699999999946,
trade_20260224_182356_060282,analysis_20260224_182355_295571,XAU/USD,mt5,long,2026-02-24 18:23:56.060282,2026-02-24 18:27:54.609495,5161.105,5157.611,5157.6105,5167.62925,5173.6405,,0.52,2418896283,closed,stop_loss,-181.69,-0.1732,-1.0,3.8,0.0,0.0,0.0,3.89699999999993,
trade_20260224_182909_278688,analysis_20260224_182908_439528,XAU/USD,mt5,long,2026-02-24 18:29:09.278688,2026-02-24 18:32:07.160614,5158.681,5159.699,5159.6986259,5163.37357142857,5169.46914285714,,0.52,2418921052,closed,stop_loss,52.94,0.0504,1.0,2.9,0.0,0.0,2.56600000000071,1.58500000000004,
trade_20260224_183422_835804,analysis_20260224_183421_918993,XAU/USD,mt5,long,2026-02-24 18:34:22.835804,2026-02-24 18:39:43.055453,5156.636,5157.168,5157.1675076,5164.05817857143,5170.25435714286,,0.51,2418943769,closed,stop_loss,27.13,0.0259,1.0,5.2,0.0,0.0,2.3179999999993,2.41000000000076,
trade_20260224_184445_335283,analysis_20260224_184444_498755,XAU/USD,mt5,long,2026-02-24 18:44:45.335283,2026-02-24 18:47:16.875014,5159.247,5159.071,5159.0708143,5166.09685714286,5172.42471428571,,0.5,2418989028,closed,stop_loss,-8.8,-0.0084,-1.0,2.5,0.0,0.0,1.42000000000007,0.0700000000006185,
trade_20260224_184958_108530,analysis_20260224_184957_417638,XAU/USD,mt5,long,2026-02-24 18:49:58.108530,2026-02-24 18:53:41.964932,5159.708,5160.483,5160.8146448,5163.36296428571,5169.96692857143,,0.48,2419012466,closed,stop_loss,37.2,0.0354,0.7001,3.6,0.0,0.332,2.65500000000065,0.0,
trade_20260224_185511_772993,analysis_20260224_185510_910152,XAU/USD,mt5,long,2026-02-24 18:55:11.772993,2026-02-24 19:03:36.438545,5160.524,5156.205,5156.20492857143,5166.96510714286,5173.42121428571,,0.49,2419037884,closed,stop_loss,-211.63,-0.2021,-1.0,8.3,0.0,0.0,1.21999999999935,4.3090000000002,
trade_20260224_190534_162159,analysis_20260224_190533_535918,XAU/USD,mt5,long,2026-02-24 19:05:34.162159,2026-02-24 19:09:21.665040,5155.332,5155.605,5155.6048544,5162.80467857143,5169.49735714286,,0.47,2419084409,closed,stop_loss,12.84,0.0123,1.0,3.7,0.0,0.0,1.81999999999971,0.0,
trade_20260224_191047_297335,analysis_20260224_191046_422119,XAU/USD,mt5,long,2026-02-24 19:10:47.297335,2026-02-24 19:16:59.371462,5152.745,5155.676,5155.6758331,5160.07821428571,5166.93942857143,,0.46,2419113724,closed,stop_loss,134.83,0.1285,1.0,6,0.0,0.0,4.47800000000007,2.44300000000021,
trade_20260224_192109_734332,analysis_20260224_192108_961175,XAU/USD,mt5,long,2026-02-24 19:21:09.734332,2026-02-24 19:39:27.165720,5150.756,5155.797,5154.8620773,5159.089,5166.661,,0.42,2419172961,closed,manual,211.72,0.2014,1.2277,18.2,0.0,0.0,5.65299999999934,3.66800000000057,
trade_20260224_194027_518627,analysis_20260224_194026_799245,XAU/USD,mt5,long,2026-02-24 19:40:27.518627,2026-02-24 20:06:03.319210,5155.855,5151.066,5151.08414285714,5162.88878571429,5169.97157142857,,0.45,2419250893,closed,stop_loss,-215.51,-0.2054,-1.0038,25.5,0.0,0.018,0.733000000000175,4.19599999999991,
trade_20260224_200617_559956,analysis_20260224_200616_652893,XAU/USD,mt5,short,2026-02-24 20:06:17.559956,2026-02-24 20:08:56.219027,5150.988,5150.494,5150.4936847,5143.42482142857,5136.25364285714,,0.44,2419332497,closed,stop_loss,21.73,0.0207,1.0,2.6,0.0,0.0,2.03900000000067,0.0,
trade_20260224_201201_052808,analysis_20260224_201129_355432,XAU/USD,mt5,short,2026-02-24 20:12:01.052808,2026-02-24 20:19:52.105402,5148.279,5154.474,5154.47364285714,5142.81703571429,5135.82307142857,,0.45,2419349268,closed,stop_loss,-278.77,-0.2663,-1.0,7.7,0.0,0.0,1.02900000000045,6.04499999999916,
trade_20260224_202222_837619,analysis_20260224_202222_194394,XAU/USD,mt5,long,2026-02-24 20:22:22.837619,2026-02-24 20:26:28.315752,5159.435,5167.68,5164.1917148,5167.67971428571,5175.00742857143,,0.43,2419396799,closed,take_profit,354.53,0.3379,1.7332,4,0.0,0.0,7.3149999999996,0.0,
trade_20260224_202806_518650,analysis_20260224_202805_751037,XAU/USD,mt5,long,2026-02-24 20:28:06.518650,2026-02-24 20:30:11.907125,5167.679,5167.839,5167.9285151,5175.52703571429,5183.17607142857,,0.41,2419431316,closed,stop_loss,6.56,0.0062,0.64,2.1,0.0,0.09,1.80000000000018,0.939000000000306,
trade_20260224_203319_069087,analysis_20260224_203318_274802,XAU/USD,mt5,long,2026-02-24 20:33:19.069087,2026-02-24 20:37:26.622184,5169.927,5170.382,5170.3815803,5176.79775,5184.3555,,0.42,2419456551,closed,stop_loss,19.11,0.0182,1.0,4.1,0.0,0.0,2.49499999999989,1.17099999999937,
trade_20260224_203831_616817,analysis_20260224_203830_908386,XAU/USD,mt5,long,2026-02-24 20:38:31.616817,2026-02-24 20:43:13.735170,5170.081,5172.402,5170.618349,5177.8985,5185.4,,0.42,2419483301,closed,ea,97.48,0.0927,4.3194,,0.0,0.0,,,
trade_20260224_204317_894716,analysis_20260224_204317_225589,XAU/USD,mt5,long,2026-02-24 20:43:17.894716,2026-02-24 20:49:49.396860,5172.765,5168.372,5167.9175,5180.30875,5187.7435,,0.42,2419498809,closed,ea,-184.51,-0.1758,-0.9062,,0.0,0.0,,,
trade_20260224_205004_375563,analysis_20260224_204952_708112,XAG/USD,mt5,long,2026-02-24 20:50:04.375563,2026-02-24 20:50:31.081509,87.54,87.572,87.5717206,87.9651785714286,88.2843571428571,,0.2,2419520861,closed,stop_loss,32.0,0.0305,1.0088,0.4,0.0,0.00028,0.0579999999999927,0.0,
